User_ID,Name,Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login,satisfaction_score,daily_watch_hours,primary_device,monthly_income,promo_offers_used,profile_count,churn_status,preferred_watching_time
10893,John Garcia,20,Canada,Standard,587.82,Action,2024.8.24,7,19.59,Smart TV,6545,1,3,No,Afternoon
10894,Michael Miller,55,France,Premium,831.57,Sci-Fi,2024.10.10,7,27.72,Laptop,3625,1,2,No,Evening
10895,Emma Miller,42,France,Basic,353.89,Comedy,2024.10.22,7,11.8,Laptop,5950,0,1,No,Afternoon
10896,Michael Williams,61,UK,Premium,26.37,Comedy,2024.3.20,5,0.88,Tablet,2441,1,2,No,Evening
10897,James Smith,36,India,Basic,622.96,Documentary,2024.7.11,10,20.77,Laptop,2394,0,1,No,Afternoon
10898,Alex Smith,40,France,Premium,925.64,Action,2024.8.20,8,30.85,Laptop,3397,0,1,No,Evening
10899,Chris Johnson,48,UK,Standard,368.43,Drama,2024.9.29,7,12.28,Mobile,2287,0,2,Yes,Evening
10900,Emma Brown,61,Japan,Standard,431.78,Sci-Fi,2024.8.24,8,14.39,Laptop,5153,0,1,No,Night
10901,David Jones,48,France,Basic,849.13,Romance,2024.8.15,6,28.3,Smart TV,5246,1,3,No,Evening
10902,Emma Jones,76,Australia,Standard,13.35,Drama,2024.7.26,8,0.44,Mobile,4522,0,2,No,Evening
10903,Katie Garcia,49,Germany,Standard,958.63,Romance,2024.9.30,9,31.95,Mobile,3184,1,4,No,Afternoon
10904,Alex Smith,36,India,Standard,603.51,Horror,2024.12.17,7,20.12,Smart TV,2215,0,3,Yes,Evening
10905,James Smith,36,India,Standard,623.74,Sci-Fi,2024.12.24,7,20.79,Smart TV,1911,1,5,No,Afternoon
10906,Chris Johnson,46,USA,Standard,384.76,Sci-Fi,2024.5.31,7,12.83,Tablet,7434,1,1,No,Evening
10907,Michael Hernandez,13,Canada,Standard,86.73,Documentary,2024.8.20,7,2.89,Laptop,2884,0,1,No,Night
10908,Chris Johnson,57,Canada,Basic,373.19,Drama,2024.4.23,8,12.44,Mobile,4054,0,5,No,Evening
10909,Chris Garcia,64,UK,Standard,593.59,Horror,2024.7.25,8,19.79,Tablet,2227,1,3,No,Evening
10910,Jane Garcia,44,India,Basic,836.89,Action,2025.1.5,8,27.9,Smart TV,1838,0,1,No,Evening
10911,John Garcia,17,India,Basic,181.62,Action,2025.2.25,7,6.05,Mobile,2418,0,4,No,Afternoon
10912,John Garcia,40,Japan,Basic,49.48,Sci-Fi,2024.10.29,7,1.65,Mobile,4169,0,2,Yes,Evening
10913,Emma Brown,77,Mexico,Standard,48.29,Horror,2025.1.20,9,1.61,Mobile,2461,1,4,No,Morning
10914,Emma Hernandez,44,Brazil,Basic,501.87,Horror,2024.10.28,8,16.73,Smart TV,2768,0,3,No,Afternoon
10915,John Smith,51,Brazil,Premium,308.8,Drama,2025.2.17,8,10.29,Smart TV,2860,1,3,No,Night
10916,Katie Jones,48,Mexico,Premium,759.33,Action,2024.7.29,7,25.31,Smart TV,2983,0,2,No,Night
10917,Sarah Brown,78,USA,Standard,466.47,Horror,2024.11.9,5,15.55,Laptop,5299,0,2,No,Evening
10918,Alex Martinez,66,Brazil,Premium,446.9,Drama,2024.7.27,9,14.9,Mobile,2444,0,5,No,Afternoon
10919,Chris Miller,65,USA,Basic,597.62,Action,2024.7.5,8,19.92,Laptop,4956,1,2,No,Night
10920,Katie Smith,36,Brazil,Basic,879.46,Horror,2024.5.19,7,29.32,Laptop,3651,1,4,Yes,Night
10921,James Williams,52,Australia,Premium,395.23,Action,2024.3.24,6,13.17,Laptop,3608,0,4,No,Afternoon
10922,Alex Garcia,26,Australia,Standard,850.51,Documentary,2024.10.31,7,28.35,Mobile,3430,0,3,No,Afternoon
10923,Sarah Johnson,25,USA,Premium,571.85,Horror,2024.5.19,7,19.06,Smart TV,6180,1,3,Yes,Morning
10924,John Brown,75,Japan,Premium,249.84,Romance,2024.5.18,7,8.33,Mobile,4429,1,2,Yes,Evening
10925,Chris Williams,27,Australia,Standard,58.02,Drama,2024.5.5,7,1.93,Laptop,3452,0,3,Yes,Night
10926,Sarah Johnson,62,Brazil,Standard,463.64,Sci-Fi,2024.4.7,8,15.45,Laptop,2477,1,4,No,Night
10927,Sarah Davis,68,Canada,Premium,862.17,Comedy,2024.10.24,8,28.74,Smart TV,4992,0,1,No,Night
10928,Emma Johnson,18,UK,Standard,910.15,Drama,2024.10.19,9,30.34,Laptop,3996,0,2,No,Afternoon
10929,Katie Johnson,29,Germany,Standard,443.95,Action,2024.10.26,6,14.8,Smart TV,3825,0,2,No,Morning
10930,Michael Johnson,73,Australia,Premium,866.1,Romance,2024.8.7,8,28.87,Smart TV,5163,0,3,No,Afternoon
10931,Michael Smith,25,UK,Premium,148.23,Comedy,2024.8.25,9,4.94,Mobile,6235,0,2,No,Afternoon
10932,Alex Miller,31,Germany,Standard,314.8,Romance,2024.11.10,7,10.49,Smart TV,4166,0,5,Yes,Afternoon
10933,Jane Williams,69,USA,Standard,380.32,Documentary,2025.2.11,9,12.68,Mobile,6458,0,2,No,Evening
10934,Alex Garcia,50,Germany,Premium,606.82,Horror,2024.4.16,9,20.23,Laptop,5260,1,3,No,Morning
10935,Sarah Martinez,40,Canada,Basic,189.19,Comedy,2024.4.16,7,6.31,Mobile,5905,1,3,Yes,Morning
10936,Emma Smith,65,France,Standard,181.25,Romance,2025.3.3,8,6.04,Smart TV,5650,1,3,No,Morning
10937,Jane Smith,60,Australia,Premium,933.13,Romance,2025.2.6,8,31.1,Laptop,4666,1,4,No,Night
10938,Katie Hernandez,50,Mexico,Basic,543.66,Horror,2024.9.30,7,18.12,Smart TV,1983,0,5,No,Morning
10939,John Martinez,71,USA,Standard,898.2,Documentary,2024.6.11,8,29.94,Laptop,5848,1,2,No,Afternoon
10940,Jane Hernandez,52,Australia,Standard,739.46,Drama,2024.5.8,6,24.65,Mobile,3364,1,3,No,Night
10941,John Hernandez,17,France,Premium,845.34,Horror,2024.4.2,8,28.18,Laptop,2282,0,4,No,Night
10942,Jane Martinez,62,Japan,Basic,600.25,Documentary,2024.3.27,7,20.01,Laptop,4947,1,4,No,Afternoon
10943,Michael Brown,65,Australia,Premium,161.67,Comedy,2024.5.20,8,5.39,Laptop,3804,1,1,Yes,Night
10944,Chris Williams,80,Mexico,Premium,782.93,Comedy,2024.9.7,8,26.1,Smart TV,993,0,5,No,Evening
10945,Katie Johnson,50,India,Premium,525.61,Drama,2025.2.3,7,17.52,Smart TV,2760,1,1,No,Evening
10946,Jane Smith,49,Mexico,Basic,839.76,Documentary,2025.1.16,8,27.99,Smart TV,1840,1,1,No,Evening
10947,John Johnson,38,Brazil,Premium,962.01,Drama,2024.5.28,8,32.07,Tablet,3078,1,3,No,Afternoon
10948,Emma Johnson,71,Mexico,Basic,877.94,Horror,2024.12.21,9,29.26,Smart TV,1244,1,1,No,Evening
10949,David Miller,34,India,Premium,474.4,Sci-Fi,2024.5.11,7,15.81,Smart TV,616,0,2,No,Evening
10950,Emma Davis,28,Germany,Standard,897.48,Action,2024.12.7,10,29.92,Smart TV,3940,0,2,No,Morning
10951,Jane Smith,28,Australia,Basic,448.96,Documentary,2024.11.17,7,14.97,Tablet,3594,0,4,No,Evening
10952,Sarah Williams,45,Brazil,Premium,799.2,Drama,2024.7.10,9,26.64,Smart TV,1792,0,4,No,Morning
10953,Chris Johnson,29,UK,Premium,508.29,Comedy,2024.5.4,7,16.94,Mobile,3559,0,2,No,Afternoon
10954,Michael Brown,61,Brazil,Standard,716.3,Comedy,2024.3.18,8,23.88,Laptop,3269,0,2,No,Morning
10955,Jane Miller,47,Mexico,Basic,401.32,Documentary,2024.9.1,7,13.38,Smart TV,4292,1,2,Yes,Evening
10956,Jane Hernandez,16,Mexico,Basic,577.6,Action,2024.11.9,9,19.25,Laptop,1616,0,2,No,Evening
10957,Sarah Williams,76,USA,Basic,291.04,Documentary,2024.3.20,8,9.7,Smart TV,4124,0,4,No,Evening
10958,David Williams,22,UK,Standard,663.12,Romance,2025.1.9,6,22.1,Mobile,3473,1,1,No,Evening
10959,Sarah Williams,68,India,Premium,47.47,Sci-Fi,2024.6.23,7,1.58,Smart TV,1066,1,2,No,Evening
10960,Emma Garcia,26,Canada,Basic,596.12,Sci-Fi,2024.3.8,8,19.87,Mobile,5639,1,5,No,Night
10961,Michael Martinez,76,France,Premium,604.56,Drama,2024.3.11,9,20.15,Tablet,2946,0,5,No,Night
10962,Sarah Johnson,32,UK,Premium,766.63,Drama,2024.11.30,8,25.55,Tablet,3821,1,3,No,Evening
10963,Chris Martinez,49,Mexico,Premium,236.96,Drama,2025.2.16,8,7.9,Smart TV,136,1,2,Yes,Morning
10964,Katie Hernandez,67,India,Basic,277.21,Horror,2024.4.22,7,9.24,Laptop,910,0,1,No,Afternoon
10965,Jane Brown,38,Japan,Standard,411.15,Horror,2024.10.30,8,13.7,Laptop,3268,0,5,No,Afternoon
10966,David Jones,23,Brazil,Standard,611.03,Romance,2024.11.28,6,20.37,Mobile,2803,1,1,No,Evening
10967,Alex Davis,38,Mexico,Basic,894.46,Comedy,2024.5.25,7,29.82,Laptop,2783,1,5,No,Night
10968,John Jones,61,UK,Premium,580.78,Romance,2025.1.31,7,19.36,Mobile,6044,1,5,No,Evening
10969,Alex Martinez,36,Germany,Standard,553.2,Action,2024.4.7,7,18.44,Smart TV,4430,0,1,No,Evening
10970,Emma Davis,65,Mexico,Premium,576.32,Romance,2025.3.3,7,19.21,Laptop,3117,1,2,No,Night
10971,Emma Johnson,41,India,Premium,7.52,Action,2024.9.30,6,0.25,Mobile,1724,1,1,Yes,Evening
10972,Alex Miller,15,Canada,Standard,807.82,Comedy,2025.1.21,6,26.93,Mobile,3745,0,3,No,Evening
10973,John Brown,36,Canada,Standard,684,Action,2024.6.3,8,22.8,Smart TV,4873,1,2,No,Evening
10974,Chris Hernandez,22,Brazil,Standard,215.75,Documentary,2024.8.15,7,7.19,Smart TV,3675,1,3,No,Afternoon
10975,Sarah Davis,75,India,Basic,874.97,Horror,2024.3.23,6,29.17,Smart TV,2635,0,1,No,Morning
10976,Jane Williams,39,Brazil,Premium,981.78,Action,2024.4.27,8,32.73,Mobile,2712,1,3,No,Night
10977,Alex Smith,47,Australia,Basic,777.41,Sci-Fi,2024.10.13,8,25.91,Smart TV,5881,1,3,No,Night
10978,Sarah Hernandez,39,Australia,Basic,378.59,Drama,2024.8.23,7,12.62,Mobile,3708,1,2,No,Evening
10979,James Jones,68,India,Basic,432.75,Drama,2024.8.31,6,14.42,Smart TV,3058,0,2,Yes,Evening
10980,Jane Jones,77,Japan,Premium,25.89,Comedy,2024.5.3,7,0.86,Tablet,2816,0,1,No,Evening
10981,Michael Garcia,23,Australia,Basic,596.41,Comedy,2024.3.24,7,19.88,Smart TV,5402,0,3,No,Afternoon
10982,David Smith,36,Canada,Basic,470.28,Sci-Fi,2024.12.8,8,15.68,Smart TV,3230,1,2,No,Afternoon
10983,Alex Hernandez,75,UK,Standard,708.11,Romance,2024.9.7,9,23.6,Mobile,3580,0,2,No,Night
10984,James Smith,55,UK,Standard,755.31,Drama,2024.7.4,9,25.18,Smart TV,3125,1,1,No,Evening
10985,Chris Martinez,38,USA,Premium,586.29,Documentary,2025.1.3,5,19.54,Smart TV,2735,1,3,No,Evening
10986,Sarah Smith,50,UK,Premium,367.76,Romance,2025.2.27,8,12.26,Mobile,2572,0,2,No,Afternoon
10987,John Davis,30,Mexico,Standard,803.71,Romance,2025.3.4,8,26.79,Mobile,1368,1,1,No,Evening
10988,James Miller,44,Germany,Basic,229.29,Documentary,2024.8.28,7,7.64,Tablet,4597,0,3,Yes,Night
10989,Jane Garcia,40,Mexico,Premium,671.85,Sci-Fi,2024.4.6,8,22.4,Smart TV,2679,0,5,No,Evening
10990,James Brown,74,Brazil,Premium,662.01,Romance,2024.3.17,9,22.07,Smart TV,1904,0,4,No,Afternoon
10991,James Johnson,74,USA,Standard,676.45,Horror,2024.3.28,7,22.55,Mobile,6727,1,5,No,Night
10992,Emma Hernandez,77,Germany,Premium,656.65,Horror,2025.2.11,6,21.89,Mobile,3027,1,3,No,Afternoon
10993,Katie Davis,15,UK,Premium,467.4,Romance,2024.3.21,8,15.58,Mobile,3347,0,4,Yes,Morning
10994,John Davis,78,Canada,Standard,301.83,Comedy,2024.12.2,5,10.06,Laptop,2555,0,3,Yes,Morning
10995,James Hernandez,16,Australia,Standard,817.08,Action,2024.6.30,8,27.24,Mobile,4775,0,2,No,Morning
10996,Sarah Smith,52,France,Basic,549.64,Documentary,2025.1.24,7,18.32,Laptop,2916,0,3,No,Morning
10997,Jane Brown,32,Canada,Standard,736.9,Comedy,2024.8.5,9,24.56,Smart TV,4478,1,3,No,Morning
10998,Alex Davis,67,France,Standard,535.2,Action,2024.7.4,6,17.84,Smart TV,2872,0,1,No,Evening
10999,Chris Jones,27,France,Standard,306.38,Romance,2024.12.28,9,10.21,Smart TV,4109,1,1,Yes,Night
11000,Chris Brown,61,Mexico,Standard,406.89,Romance,2024.8.22,7,13.56,Tablet,1504,0,3,Yes,Night
11001,Alex Smith,67,India,Premium,769.36,Horror,2024.3.15,7,25.65,Smart TV,1898,1,5,No,Night
11002,Sarah Davis,40,France,Basic,799.39,Horror,2025.3.3,8,26.65,Smart TV,2164,1,1,No,Afternoon
11003,Alex Brown,47,Australia,Premium,166.02,Sci-Fi,2024.8.28,7,5.53,Mobile,4448,0,2,Yes,Morning
11004,Sarah Smith,62,Brazil,Premium,749.12,Action,2024.6.4,9,24.97,Laptop,4054,0,4,No,Afternoon
11005,John Davis,19,Germany,Basic,933.2,Action,2024.10.9,8,31.11,Laptop,3063,0,1,No,Afternoon
11006,Michael Williams,42,Japan,Basic,139.97,Drama,2024.11.1,7,4.67,Smart TV,4860,1,2,Yes,Evening
11007,Jane Hernandez,45,Brazil,Premium,193.67,Romance,2024.12.17,7,6.46,Laptop,2800,0,2,Yes,Evening
11008,David Hernandez,64,France,Standard,151.16,Drama,2024.7.26,7,5.04,Laptop,3104,1,3,No,Night
11009,Alex Garcia,69,France,Basic,360.67,Documentary,2024.4.23,8,12.02,Laptop,3222,1,1,No,Evening
11010,Jane Miller,25,UK,Premium,296.28,Drama,2024.5.29,8,9.88,Mobile,5888,0,3,No,Afternoon
11011,John Garcia,44,Japan,Standard,767.02,Romance,2025.2.25,10,25.57,Mobile,6367,0,2,No,Afternoon
11012,John Williams,34,USA,Basic,67.85,Drama,2025.1.30,4,2.26,Smart TV,2653,0,3,Yes,Night
11013,Michael Jones,75,UK,Standard,520.12,Documentary,2024.7.10,7,17.34,Laptop,5195,0,5,No,Evening
11014,Sarah Martinez,56,Canada,Premium,115.21,Romance,2024.7.15,8,3.84,Mobile,4106,0,3,No,Evening
11015,Alex Davis,72,Mexico,Standard,153.01,Documentary,2024.6.22,7,5.1,Mobile,1699,0,4,No,Afternoon
11016,Jane Jones,39,Australia,Premium,541.83,Comedy,2024.8.20,7,18.06,Smart TV,3696,1,5,Yes,Evening
11017,Jane Jones,17,Mexico,Standard,717.81,Horror,2024.8.28,9,23.93,Smart TV,479,0,4,No,Evening
11018,Alex Williams,78,France,Premium,49.48,Documentary,2024.7.31,9,1.65,Tablet,4182,0,2,Yes,Night
11019,Emma Smith,42,Canada,Standard,292.18,Sci-Fi,2024.5.31,7,9.74,Laptop,3091,1,1,No,Afternoon
11020,David Williams,39,Germany,Premium,590.97,Horror,2024.10.12,6,19.7,Smart TV,5473,1,1,No,Morning
11021,Katie Garcia,22,Japan,Basic,889.19,Documentary,2024.3.12,9,29.64,Mobile,3782,1,4,No,Evening
11022,Jane Hernandez,69,India,Premium,429.27,Sci-Fi,2024.5.19,8,14.31,Laptop,2407,0,3,Yes,Night
11023,Chris Hernandez,45,USA,Standard,845.23,Comedy,2024.3.11,6,28.17,Laptop,4510,0,2,No,Afternoon
11024,John Garcia,52,Canada,Basic,701.41,Horror,2024.4.13,7,23.38,Smart TV,1562,0,2,No,Evening
11025,Sarah Hernandez,14,Canada,Standard,179.35,Action,2024.10.25,7,5.98,Smart TV,3720,0,2,Yes,Night
11026,Sarah Brown,76,Brazil,Premium,780.2,Sci-Fi,2024.10.14,8,26.01,Laptop,3133,0,2,No,Evening
11027,Katie Johnson,23,Canada,Standard,806.02,Drama,2024.7.29,8,26.87,Tablet,3170,0,5,No,Afternoon
11028,Alex Smith,53,Mexico,Standard,14.08,Sci-Fi,2024.4.3,8,0.47,Smart TV,607,1,3,No,Morning
11029,Chris Brown,65,Brazil,Premium,660.94,Drama,2024.3.29,8,22.03,Mobile,2200,1,3,No,Evening
11030,Alex Davis,16,France,Premium,195.37,Documentary,2025.2.6,8,6.51,Smart TV,2519,1,4,No,Afternoon
11031,Michael Brown,65,Brazil,Premium,184.7,Documentary,2024.11.14,9,6.16,Laptop,2727,0,1,No,Night
11032,Chris Williams,74,Canada,Basic,536.8,Horror,2024.4.21,7,17.89,Smart TV,6230,1,1,Yes,Evening
11033,Jane Garcia,76,France,Standard,180.58,Action,2025.2.20,7,6.02,Smart TV,1960,0,4,Yes,Evening
11034,Alex Martinez,25,USA,Basic,470.49,Drama,2025.2.28,7,15.68,Mobile,4854,0,2,Yes,Evening
11035,Alex Johnson,64,Canada,Basic,702.03,Comedy,2024.11.15,8,23.4,Smart TV,3477,0,2,No,Evening
11036,David Hernandez,51,India,Standard,542.05,Documentary,2024.10.29,7,18.07,Mobile,1908,1,4,Yes,Evening
11037,Katie Smith,51,USA,Standard,52.63,Action,2024.8.5,6,1.75,Smart TV,4160,1,3,No,Morning
11038,Jane Jones,23,Japan,Premium,386.03,Documentary,2024.11.7,7,12.87,Laptop,5554,0,4,Yes,Afternoon
11039,Emma Smith,30,UK,Premium,494.7,Action,2024.3.17,7,16.49,Mobile,5099,1,3,No,Evening
11040,David Jones,67,India,Standard,587.34,Drama,2024.11.14,8,19.58,Mobile,1646,1,3,No,Afternoon
11041,Emma Davis,72,UK,Premium,301.56,Romance,2024.11.27,7,10.05,Mobile,3877,0,3,No,Evening
11042,Alex Garcia,61,Mexico,Standard,846.27,Drama,2024.6.5,7,28.21,Smart TV,1395,1,1,No,Morning
11043,Katie Martinez,15,Brazil,Standard,288.34,Sci-Fi,2024.5.21,9,9.61,Mobile,2496,0,2,Yes,Afternoon
11044,Alex Martinez,50,Mexico,Standard,363.61,Drama,2024.12.24,7,12.12,Laptop,3562,0,2,Yes,Evening
11045,Sarah Johnson,30,Germany,Standard,810.76,Drama,2024.9.1,9,27.03,Laptop,4195,0,2,No,Evening
11046,Katie Miller,66,Mexico,Standard,280.9,Romance,2024.9.5,8,9.36,Tablet,2799,1,1,Yes,Evening
11047,Chris Brown,48,Brazil,Premium,167.43,Comedy,2024.8.21,6,5.58,Smart TV,2732,0,1,No,Evening
11048,Chris Davis,68,Japan,Standard,494.6,Sci-Fi,2024.6.25,6,16.49,Smart TV,5717,1,5,No,Afternoon
11049,Emma Garcia,45,UK,Premium,79.53,Drama,2024.11.9,7,2.65,Mobile,5003,0,5,No,Evening
11050,Sarah Jones,67,Germany,Standard,833.5,Action,2024.10.29,9,27.78,Mobile,2027,1,2,No,Night
11051,Katie Miller,78,France,Premium,58.08,Documentary,2024.12.29,7,1.94,Laptop,4002,1,2,No,Night
11052,Chris Williams,61,Mexico,Premium,14.15,Comedy,2024.6.23,6,0.47,Laptop,2654,1,5,Yes,Afternoon
11053,John Jones,67,USA,Premium,210.35,Documentary,2024.6.21,8,7.01,Mobile,7360,1,4,No,Night
11054,Jane Martinez,59,Brazil,Basic,325.34,Documentary,2025.1.24,7,10.84,Smart TV,2354,0,1,No,Evening
11055,Michael Garcia,16,UK,Premium,438.12,Comedy,2024.7.7,7,14.6,Smart TV,4613,0,3,No,Evening
11056,Sarah Jones,31,Mexico,Premium,981.96,Horror,2024.5.31,8,32.73,Smart TV,1382,0,2,No,Morning
11057,Alex Garcia,49,UK,Premium,56.53,Horror,2024.8.29,6,1.88,Mobile,4943,1,2,Yes,Evening
11058,James Garcia,25,Mexico,Basic,678.81,Comedy,2024.11.16,6,22.63,Laptop,1392,1,3,No,Afternoon
11059,Emma Garcia,22,UK,Basic,250.3,Comedy,2024.11.26,7,8.34,Laptop,3306,0,5,No,Evening
11060,Katie Brown,26,USA,Premium,209.52,Romance,2024.5.21,8,6.98,Laptop,3944,1,2,No,Night
11061,Michael Martinez,29,Germany,Premium,177.33,Horror,2024.11.18,6,5.91,Laptop,2592,1,2,No,Evening
11062,James Martinez,61,France,Basic,363.65,Drama,2024.7.29,8,12.12,Laptop,2630,1,4,No,Evening
11063,David Hernandez,79,Australia,Standard,77.54,Drama,2024.12.27,7,2.58,Laptop,3291,1,5,No,Evening
11064,Alex Williams,74,Australia,Standard,719.34,Sci-Fi,2024.12.7,8,23.98,Mobile,5235,1,2,No,Afternoon
11065,John Davis,18,Brazil,Standard,307.47,Documentary,2024.6.22,6,10.25,Tablet,2038,0,3,No,Evening
11066,Sarah Jones,48,Mexico,Basic,28.77,Comedy,2024.8.8,7,0.96,Smart TV,2107,0,1,Yes,Afternoon
11067,Emma Miller,68,USA,Premium,511.42,Romance,2024.11.17,7,17.05,Smart TV,5683,1,2,No,Evening
11068,John Hernandez,47,Brazil,Basic,810.3,Horror,2024.7.6,6,27.01,Mobile,3941,1,5,No,Evening
11069,Chris Hernandez,18,UK,Basic,542.77,Comedy,2024.7.12,8,18.09,Mobile,4776,0,1,No,Afternoon
11070,Michael Martinez,66,USA,Premium,61.14,Action,2024.9.29,8,2.04,Smart TV,5261,1,5,Yes,Night
11071,Jane Smith,16,France,Standard,333.8,Horror,2024.9.23,6,11.13,Smart TV,4208,0,4,No,Morning
11072,Jane Johnson,37,Australia,Premium,526.92,Horror,2025.1.29,8,17.56,Smart TV,3436,0,1,No,Night
11073,David Brown,18,USA,Standard,551.93,Action,2024.8.24,9,18.4,Mobile,4170,0,3,No,Evening
11074,Chris Williams,58,Australia,Standard,35.1,Romance,2024.10.2,7,1.17,Mobile,6675,0,1,No,Morning
11075,Katie Johnson,56,Brazil,Standard,997.03,Documentary,2024.12.21,9,33.23,Laptop,3137,0,2,No,Afternoon
11076,James Davis,73,France,Basic,44.9,Comedy,2024.6.12,8,1.5,Smart TV,4834,1,1,Yes,Night
11077,Chris Johnson,70,Japan,Standard,788.64,Horror,2025.3.4,7,26.29,Laptop,5262,0,3,No,Evening
11078,Emma Miller,56,UK,Standard,977.84,Sci-Fi,2024.6.3,8,32.59,Smart TV,3083,0,4,No,Afternoon
11079,Michael Garcia,16,USA,Premium,91.03,Documentary,2025.2.27,7,3.03,Mobile,5055,0,4,Yes,Evening
11080,Jane Davis,41,Brazil,Premium,484.58,Action,2024.12.13,8,16.15,Tablet,4288,1,2,No,Afternoon
11081,Michael Brown,62,UK,Basic,893.52,Action,2024.3.10,9,29.78,Smart TV,4272,0,1,No,Afternoon
11082,Chris Hernandez,79,Japan,Basic,808.64,Drama,2024.6.21,6,26.95,Mobile,3789,0,3,No,Evening
11083,Emma Davis,68,UK,Premium,852.57,Documentary,2024.5.17,7,28.42,Mobile,4322,0,4,No,Evening
11084,Sarah Brown,39,India,Basic,912.87,Sci-Fi,2024.12.5,9,30.43,Smart TV,2502,0,5,No,Night
11085,David Hernandez,51,France,Standard,336.38,Comedy,2024.9.14,6,11.21,Mobile,1893,1,2,Yes,Night
11086,John Smith,20,Canada,Basic,918.56,Documentary,2024.3.23,7,30.62,Tablet,5353,0,3,No,Afternoon
11087,John Hernandez,55,UK,Standard,439.9,Horror,2024.3.9,8,14.66,Mobile,4770,1,2,Yes,Morning
11088,John Jones,58,Canada,Basic,0.53,Romance,2024.8.5,6,0.02,Laptop,4784,0,3,No,Morning
11089,Sarah Johnson,65,Canada,Basic,728.47,Documentary,2024.11.5,7,24.28,Smart TV,3788,0,1,No,Night
11090,Sarah Williams,32,UK,Standard,991.08,Sci-Fi,2024.8.15,9,33.04,Smart TV,6099,0,5,No,Afternoon
11091,Emma Davis,15,India,Standard,106.1,Drama,2024.11.28,7,3.54,Laptop,1477,0,2,No,Night
11092,Katie Williams,51,Canada,Premium,632.94,Romance,2024.4.30,8,21.1,Laptop,6670,0,5,No,Night
11093,John Hernandez,30,Brazil,Basic,969.47,Documentary,2024.10.6,9,32.32,Laptop,75,0,3,No,Afternoon
11094,Michael Brown,25,Japan,Standard,66,Comedy,2024.10.3,6,2.2,Mobile,3175,0,2,Yes,Evening
11095,Jane Jones,26,France,Basic,767.37,Romance,2024.12.28,9,25.58,Smart TV,2625,1,1,No,Morning
11096,Katie Davis,46,Canada,Basic,648.88,Horror,2024.6.24,7,21.63,Smart TV,5729,0,1,No,Afternoon
11097,Katie Johnson,36,Germany,Basic,424.34,Romance,2025.2.9,7,14.14,Mobile,6175,0,2,No,Morning
11098,Sarah Miller,13,Mexico,Standard,330.14,Action,2024.6.28,7,11,Smart TV,1868,0,2,Yes,Morning
11099,John Brown,69,UK,Basic,752.47,Sci-Fi,2024.10.2,7,25.08,Tablet,4283,1,4,No,Afternoon
11100,James Brown,58,Japan,Standard,190.87,Documentary,2024.5.29,8,6.36,Laptop,3477,0,1,No,Afternoon
11101,Michael Jones,30,France,Basic,123.76,Romance,2024.10.6,9,4.13,Mobile,2240,0,2,No,Evening
11102,James Brown,64,Germany,Premium,583.54,Sci-Fi,2025.2.21,8,19.45,Laptop,5948,0,3,Yes,Night
11103,Michael Smith,76,Japan,Standard,711.59,Sci-Fi,2024.10.22,9,23.72,Tablet,3861,1,2,No,Evening
11104,David Smith,44,Australia,Standard,719.79,Action,2025.1.21,6,23.99,Tablet,968,1,2,No,Night
11105,James Garcia,44,France,Premium,178.31,Sci-Fi,2024.11.28,8,5.94,Mobile,4242,0,3,Yes,Night
11106,Chris Brown,38,Mexico,Premium,889.13,Sci-Fi,2024.7.7,7,29.64,Laptop,2211,1,5,No,Evening
11107,Emma Smith,23,USA,Premium,726.97,Romance,2024.10.19,8,24.23,Smart TV,4802,1,1,No,Evening
11108,Jane Williams,67,UK,Premium,400.81,Action,2025.1.17,7,13.36,Laptop,4039,0,1,Yes,Evening
11109,Jane Johnson,79,Japan,Basic,132.99,Documentary,2025.2.11,7,4.43,Smart TV,4311,1,2,No,Afternoon
11110,Chris Hernandez,75,UK,Standard,359.38,Documentary,2024.7.15,7,11.98,Smart TV,4852,1,2,No,Night
11111,Michael Jones,77,India,Standard,611.31,Romance,2025.1.24,8,20.38,Mobile,1060,0,2,No,Night
11112,Chris Smith,22,Mexico,Standard,396.99,Action,2024.9.14,7,13.23,Laptop,1902,0,5,Yes,Evening
11113,Chris Williams,36,Brazil,Premium,199.1,Romance,2024.5.11,8,6.64,Mobile,3100,0,1,No,Afternoon
11114,Jane Martinez,72,USA,Standard,573.45,Documentary,2024.10.15,9,19.12,Mobile,5470,0,3,No,Evening
11115,Jane Williams,45,Germany,Standard,648.99,Documentary,2024.7.7,9,21.63,Mobile,5006,0,4,No,Evening
11116,John Smith,35,Brazil,Standard,50.17,Comedy,2024.11.10,6,1.67,Smart TV,2467,0,3,Yes,Evening
11117,John Jones,18,Germany,Standard,308.6,Romance,2024.4.7,7,10.29,Laptop,5649,0,2,Yes,Evening
11118,James Miller,42,France,Standard,845.88,Action,2024.12.11,7,28.2,Mobile,4212,0,3,No,Night
11119,James Johnson,56,USA,Basic,610.74,Romance,2025.2.18,8,20.36,Mobile,8225,0,1,No,Evening
11120,Alex Davis,75,France,Premium,322.12,Horror,2024.6.13,8,10.74,Smart TV,5218,0,5,No,Evening
11121,James Davis,36,Japan,Basic,842.63,Sci-Fi,2024.9.17,10,28.09,Laptop,2422,1,4,No,Evening
